trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed
T00338,2023-01-04,17:30:00,Metro,Route_9,Station_30,Station_14,17:30:00,18:25:00,3,22,Cloudy,22.4,51,44,11.1,Concert,0,95,0,1,2,Summer,1
T00339,2023-01-04,17:45:00,Metro,Route_17,Station_1,Station_34,17:47:00,18:14:00,9,9,Snow,17.4,56,33,2.7,Concert,0,88,0,1,2,Autumn,1
T00340,2023-01-04,18:00:00,Tram,Route_12,Station_43,Station_12,18:04:00,18:55:00,12,4,Clear,3.2,84,58,6.9,None,50000,88,0,1,2,Summer,0
T00341,2023-01-04,18:15:00,Metro,Route_14,Station_39,Station_22,18:17:00,18:54:00,11,1,Fog,31.1,96,19,10.2,None,500,13,1,1,2,Winter,0
T00342,2023-01-04,18:30:00,Tram,Route_15,Station_17,Station_6,18:34:00,19:00:00,18,9,Storm,6.0,62,6,18.1,Concert,2000,61,0,0,2,Autumn,1
T00343,2023-01-04,18:45:00,Train,Route_16,Station_20,Station_36,18:48:00,19:16:00,-2,25,Fog,11.8,31,32,1.6,Festival,0,42,0,0,2,Winter,1
T00344,2023-01-04,19:00:00,Tram,Route_20,Station_24,Station_45,19:02:00,19:37:00,8,16,Fog,3.1,75,56,13.4,None,2000,26,0,0,2,Spring,1
T00345,2023-01-04,19:15:00,Tram,Route_1,Station_50,Station_36,19:17:00,20:04:00,0,10,Clear,10.5,62,34,0.3,None,500,95,0,1,2,Winter,1
T00346,2023-01-04,19:30:00,Tram,Route_10,Station_22,Station_22,19:32:00,20:26:00,16,28,Storm,14.7,87,28,12.6,None,0,26,0,0,2,Autumn,1
T00347,2023-01-04,19:45:00,Metro,Route_8,Station_29,Station_14,19:48:00,20:24:00,15,23,Fog,6.8,36,51,11.0,None,50000,67,0,0,2,Spring,1
T00348,2023-01-04,20:00:00,Metro,Route_18,Station_22,Station_16,20:00:00,20:44:00,17,21,Storm,25.8,44,11,16.2,None,0,74,0,1,2,Summer,1
T00349,2023-01-04,20:15:00,Tram,Route_1,Station_44,Station_36,20:19:00,20:46:00,-1,0,Rain,10.8,55,4,10.6,Parade,0,47,0,1,2,Winter,0
T00350,2023-01-04,20:30:00,Metro,Route_2,Station_9,Station_25,20:32:00,21:10:00,4,17,Snow,24.2,40,11,7.1,Protest,0,66,0,0,2,Winter,1
T00351,2023-01-04,20:45:00,Bus,Route_1,Station_37,Station_32,20:48:00,21:29:00,5,14,Fog,3.3,67,28,4.9,Festival,0,24,0,0,2,Autumn,1
T00352,2023-01-04,21:00:00,Bus,Route_1,Station_10,Station_33,21:00:00,21:30:00,16,11,Fog,10.1,56,34,1.7,Concert,500,63,0,0,2,Summer,1
T00353,2023-01-04,21:15:00,Metro,Route_9,Station_36,Station_45,21:19:00,21:43:00,19,20,Storm,-4.7,36,19,10.7,None,0,23,0,0,2,Autumn,1
T00354,2023-01-04,21:30:00,Metro,Route_13,Station_37,Station_36,21:33:00,22:14:00,12,4,Snow,25.3,30,36,17.8,Parade,10000,8,0,0,2,Summer,0
T00355,2023-01-04,21:45:00,Tram,Route_1,Station_28,Station_20,21:49:00,22:39:00,7,24,Rain,20.0,50,59,10.3,None,0,7,0,1,2,Autumn,1
T00356,2023-01-04,22:00:00,Train,Route_13,Station_28,Station_18,22:02:00,22:51:00,19,17,Fog,27.7,59,0,14.8,Festival,0,94,0,0,2,Summer,1
T00357,2023-01-04,22:15:00,Metro,Route_20,Station_42,Station_38,22:15:00,22:48:00,-2,12,Clear,13.2,37,15,6.0,Sports,500,58,1,0,2,Spring,1
T00358,2023-01-04,22:30:00,Bus,Route_7,Station_43,Station_3,22:33:00,22:50:00,3,12,Storm,27.0,32,29,9.0,None,2000,16,0,0,2,Autumn,1
T00359,2023-01-04,22:45:00,Tram,Route_2,Station_21,Station_23,22:45:00,23:21:00,10,13,Storm,20.9,84,8,6.5,None,0,42,0,0,2,Spring,1
T00360,2023-01-04,23:00:00,Metro,Route_6,Station_24,Station_32,23:02:00,23:44:00,11,5,Fog,-4.9,44,41,2.2,None,50000,94,0,0,2,Autumn,0
T00361,2023-01-04,23:15:00,Bus,Route_7,Station_42,Station_45,23:15:00,23:42:00,0,25,Rain,5.1,65,9,8.3,None,500,67,0,1,2,Autumn,1
T00362,2023-01-04,23:30:00,Bus,Route_14,Station_40,Station_16,23:30:00,23:54:00,8,14,Fog,14.8,35,12,15.3,None,0,3,0,1,2,Autumn,1
T00363,2023-01-04,23:45:00,Train,Route_18,Station_2,Station_5,23:46:00,00:09:00,0,8,Cloudy,19.7,71,47,7.9,Festival,0,7,0,0,2,Winter,1
T00364,2023-01-05,00:00:00,Tram,Route_15,Station_8,Station_4,00:00:00,00:54:00,16,15,Fog,-2.4,79,19,13.0,Sports,0,41,0,1,3,Autumn,1
T00365,2023-01-05,00:15:00,Tram,Route_2,Station_48,Station_21,00:19:00,00:53:00,7,18,Snow,23.2,47,28,15.2,None,10000,48,0,0,3,Summer,1
T00366,2023-01-05,00:30:00,Train,Route_10,Station_27,Station_40,00:33:00,01:12:00,12,11,Snow,16.7,79,56,6.5,None,0,5,0,0,3,Winter,1
T00367,2023-01-05,00:45:00,Train,Route_12,Station_22,Station_14,00:46:00,01:13:00,8,-3,Cloudy,16.0,59,3,16.0,Concert,0,72,0,0,3,Summer,0
T00368,2023-01-05,01:00:00,Tram,Route_17,Station_37,Station_39,01:03:00,01:49:00,12,-2,Snow,6.7,68,45,6.8,None,0,41,0,0,3,Summer,0
T00369,2023-01-05,01:15:00,Tram,Route_8,Station_27,Station_31,01:18:00,01:50:00,10,4,Snow,18.8,41,48,5.1,None,0,71,0,0,3,Summer,0
T00370,2023-01-05,01:30:00,Metro,Route_11,Station_29,Station_14,01:32:00,02:22:00,2,18,Clear,-3.9,88,27,4.4,Concert,2000,31,0,0,3,Summer,1
T00371,2023-01-05,01:45:00,Metro,Route_3,Station_3,Station_6,01:47:00,02:06:00,1,21,Storm,-2.4,73,36,4.0,None,500,14,0,0,3,Summer,1
T00372,2023-01-05,02:00:00,Train,Route_6,Station_44,Station_12,02:01:00,02:33:00,10,-2,Snow,24.4,33,12,14.7,None,0,81,0,0,3,Spring,0
T00373,2023-01-05,02:15:00,Metro,Route_9,Station_13,Station_16,02:17:00,02:35:00,6,5,Storm,7.9,65,56,17.8,None,0,86,0,0,3,Winter,0
T00374,2023-01-05,02:30:00,Bus,Route_6,Station_45,Station_17,02:32:00,03:15:00,14,5,Rain,8.9,77,2,4.6,None,0,68,0,0,3,Summer,0
T00375,2023-01-05,02:45:00,Metro,Route_9,Station_10,Station_45,02:47:00,03:29:00,-1,9,Fog,3.3,43,36,1.7,None,2000,26,0,0,3,Spring,1
T00376,2023-01-05,03:00:00,Metro,Route_7,Station_36,Station_23,03:03:00,03:35:00,2,2,Clear,12.8,78,47,6.3,None,10000,96,0,0,3,Spring,0
T00377,2023-01-05,03:15:00,Bus,Route_9,Station_9,Station_14,03:16:00,03:49:00,13,26,Cloudy,-2.9,96,18,13.2,None,0,65,0,0,3,Summer,1
T00378,2023-01-05,03:30:00,Train,Route_18,Station_27,Station_7,03:33:00,04:15:00,4,11,Rain,7.0,38,27,7.4,Festival,0,58,0,1,3,Autumn,1
T00379,2023-01-05,03:45:00,Bus,Route_12,Station_34,Station_46,03:49:00,04:20:00,-2,11,Clear,16.1,50,18,11.0,Sports,0,27,0,0,3,Summer,1
T00380,2023-01-05,04:00:00,Metro,Route_8,Station_1,Station_32,04:03:00,04:33:00,9,3,Clear,13.6,45,16,14.9,Concert,50000,23,0,0,3,Spring,0
T00381,2023-01-05,04:15:00,Train,Route_8,Station_32,Station_15,04:19:00,05:03:00,18,7,Cloudy,35.0,45,17,8.2,None,0,50,0,0,3,Summer,1
T00382,2023-01-05,04:30:00,Metro,Route_18,Station_25,Station_44,04:30:00,05:13:00,8,-2,Cloudy,10.6,57,17,20.0,None,0,20,0,0,3,Spring,0
T00383,2023-01-05,04:45:00,Bus,Route_20,Station_29,Station_17,04:45:00,05:19:00,9,6,Storm,10.5,80,56,6.0,None,0,30,0,1,3,Summer,1
T00384,2023-01-05,05:00:00,Bus,Route_15,Station_7,Station_41,05:04:00,05:38:00,16,13,Fog,15.1,85,22,19.6,Protest,0,74,0,0,3,Spring,1
T00385,2023-01-05,05:15:00,Metro,Route_7,Station_49,Station_47,05:19:00,05:42:00,9,3,Rain,2.6,86,39,4.1,None,500,49,0,0,3,Summer,0
T00386,2023-01-05,05:30:00,Tram,Route_11,Station_3,Station_44,05:33:00,06:23:00,9,0,Fog,30.1,81,49,2.2,None,0,91,1,1,3,Autumn,0
T00387,2023-01-05,05:45:00,Tram,Route_20,Station_20,Station_34,05:49:00,06:06:00,11,27,Rain,17.9,75,8,15.0,None,0,39,0,0,3,Autumn,1
T00388,2023-01-05,06:00:00,Bus,Route_16,Station_20,Station_5,06:01:00,06:46:00,-1,21,Clear,2.7,67,28,14.0,Festival,500,67,1,0,3,Spring,1
T00389,2023-01-05,06:15:00,Bus,Route_4,Station_30,Station_45,06:15:00,06:44:00,-1,9,Snow,26.7,77,50,16.2,Festival,0,15,0,1,3,Autumn,1
T00390,2023-01-05,06:30:00,Tram,Route_6,Station_35,Station_27,06:30:00,07:24:00,1,14,Snow,-3.6,70,41,6.9,None,0,75,0,1,3,Autumn,1
T00391,2023-01-05,06:45:00,Tram,Route_3,Station_35,Station_23,06:49:00,07:27:00,17,17,Cloudy,34.3,88,28,18.6,Sports,0,85,0,0,3,Winter,1
T00392,2023-01-05,07:00:00,Metro,Route_9,Station_49,Station_40,07:02:00,07:27:00,13,-3,Cloudy,29.6,96,1,2.4,None,2000,98,0,0,3,Summer,0
T00393,2023-01-05,07:15:00,Metro,Route_10,Station_39,Station_14,07:17:00,08:02:00,7,4,Clear,18.2,95,59,0.6,None,0,62,0,1,3,Summer,0
T00394,2023-01-05,07:30:00,Tram,Route_14,Station_27,Station_15,07:34:00,08:12:00,10,17,Clear,-0.5,56,16,6.0,None,50000,55,0,0,3,Autumn,1
T00395,2023-01-05,07:45:00,Metro,Route_11,Station_26,Station_43,07:46:00,08:08:00,-1,17,Rain,3.6,61,56,15.9,None,0,79,0,0,3,Autumn,1
T00396,2023-01-05,08:00:00,Metro,Route_18,Station_14,Station_33,08:02:00,08:33:00,0,23,Clear,6.2,85,55,13.5,None,0,23,1,0,3,Spring,1
T00397,2023-01-05,08:15:00,Train,Route_12,Station_17,Station_31,08:19:00,09:03:00,16,15,Rain,4.6,39,44,8.7,Festival,10000,98,1,0,3,Summer,1
T00398,2023-01-05,08:30:00,Metro,Route_12,Station_18,Station_35,08:31:00,08:50:00,3,19,Fog,14.9,69,30,5.1,Protest,10000,27,0,0,3,Winter,1
T00399,2023-01-05,08:45:00,Bus,Route_13,Station_45,Station_17,08:46:00,09:08:00,16,1,Cloudy,32.8,46,27,1.2,None,0,92,0,0,3,Winter,0
T00400,2023-01-05,09:00:00,Metro,Route_13,Station_29,Station_28,09:03:00,09:51:00,18,4,Cloudy,12.8,87,42,6.8,None,50000,84,0,1,3,Autumn,0
T00401,2023-01-05,09:15:00,Metro,Route_19,Station_20,Station_19,09:16:00,10:07:00,17,7,Snow,21.5,35,47,9.2,None,0,88,0,0,3,Spring,1
T00402,2023-01-05,09:30:00,Tram,Route_19,Station_27,Station_46,09:32:00,10:15:00,16,12,Snow,22.5,68,51,13.7,None,500,30,0,0,3,Spring,1
T00403,2023-01-05,09:45:00,Bus,Route_14,Station_18,Station_23,09:47:00,10:21:00,5,20,Cloudy,29.9,47,38,12.9,Festival,0,14,0,0,3,Summer,1
T00404,2023-01-05,10:00:00,Metro,Route_4,Station_4,Station_32,10:04:00,10:58:00,11,17,Fog,-3.6,71,59,18.9,None,0,41,0,1,3,Autumn,1
T00405,2023-01-05,10:15:00,Metro,Route_13,Station_1,Station_40,10:19:00,10:57:00,7,19,Fog,11.2,33,29,2.0,Concert,0,98,0,0,3,Autumn,1
T00406,2023-01-05,10:30:00,Train,Route_8,Station_50,Station_13,10:31:00,11:21:00,0,4,Storm,26.4,49,34,6.7,None,0,49,0,0,3,Spring,0
T00407,2023-01-05,10:45:00,Metro,Route_19,Station_1,Station_20,10:45:00,11:19:00,3,3,Rain,27.6,57,47,9.6,None,0,85,1,0,3,Winter,0
T00408,2023-01-05,11:00:00,Metro,Route_12,Station_26,Station_35,11:03:00,11:32:00,12,-2,Snow,32.1,69,50,13.4,None,0,4,0,0,3,Winter,0
T00409,2023-01-05,11:15:00,Train,Route_18,Station_45,Station_5,11:15:00,11:36:00,15,26,Rain,23.1,94,19,9.9,Festival,50000,47,0,1,3,Summer,1
T00410,2023-01-05,11:30:00,Tram,Route_6,Station_20,Station_9,11:31:00,12:08:00,11,9,Snow,4.8,73,15,18.3,Sports,0,12,0,0,3,Autumn,1
T00411,2023-01-05,11:45:00,Metro,Route_18,Station_23,Station_29,11:46:00,12:28:00,16,19,Storm,15.2,52,33,12.2,None,0,31,0,0,3,Autumn,1
T00412,2023-01-05,12:00:00,Train,Route_19,Station_10,Station_6,12:00:00,12:43:00,7,25,Cloudy,-3.7,86,13,0.8,Protest,2000,66,0,1,3,Winter,1
T00413,2023-01-05,12:15:00,Bus,Route_5,Station_11,Station_25,12:18:00,12:45:00,12,16,Rain,20.9,76,25,2.3,Festival,0,78,0,0,3,Autumn,1
T00414,2023-01-05,12:30:00,Tram,Route_9,Station_41,Station_31,12:30:00,13:11:00,1,29,Snow,17.2,42,19,15.1,None,0,90,0,0,3,Autumn,1
T00415,2023-01-05,12:45:00,Bus,Route_3,Station_41,Station_22,12:49:00,13:19:00,-1,25,Rain,21.7,45,41,14.3,None,0,90,1,0,3,Spring,1
T00416,2023-01-05,13:00:00,Bus,Route_10,Station_5,Station_2,13:02:00,13:29:00,0,11,Cloudy,32.2,84,50,3.1,None,0,29,0,0,3,Summer,1
T00417,2023-01-05,13:15:00,Train,Route_19,Station_1,Station_45,13:19:00,14:01:00,4,19,Clear,22.5,94,23,1.2,None,50000,5,0,0,3,Summer,1
T00418,2023-01-05,13:30:00,Metro,Route_3,Station_17,Station_5,13:32:00,13:58:00,13,-1,Snow,7.8,45,42,11.6,Concert,0,24,0,0,3,Summer,0
T00419,2023-01-05,13:45:00,Train,Route_15,Station_22,Station_27,13:46:00,14:32:00,7,25,Clear,2.9,66,17,12.7,None,0,27,0,0,3,Spring,1
T00420,2023-01-05,14:00:00,Train,Route_1,Station_34,Station_25,14:03:00,14:20:00,16,4,Storm,29.2,81,42,2.7,None,0,61,0,0,3,Summer,0
T00421,2023-01-05,14:15:00,Train,Route_7,Station_45,Station_8,14:15:00,14:51:00,14,18,Fog,2.8,39,8,9.5,None,0,21,0,0,3,Summer,1
T00422,2023-01-05,14:30:00,Train,Route_12,Station_41,Station_1,14:33:00,15:20:00,16,25,Rain,1.5,67,18,6.1,None,0,67,0,1,3,Winter,1
T00423,2023-01-05,14:45:00,Tram,Route_17,Station_29,Station_20,14:45:00,15:14:00,2,-2,Snow,3.3,73,19,18.6,None,500,14,0,1,3,Winter,0
T00424,2023-01-05,15:00:00,Metro,Route_20,Station_4,Station_44,15:04:00,15:56:00,17,-3,Rain,15.4,83,41,4.4,Concert,2000,25,0,0,3,Summer,0
T00425,2023-01-05,15:15:00,Bus,Route_5,Station_5,Station_23,15:19:00,16:03:00,10,16,Storm,-0.0,80,29,14.7,None,10000,62,0,1,3,Spring,1
T00426,2023-01-05,15:30:00,Bus,Route_4,Station_11,Station_32,15:30:00,16:07:00,10,17,Storm,32.5,81,25,10.4,None,0,17,0,0,3,Spring,1
T00427,2023-01-05,15:45:00,Metro,Route_12,Station_21,Station_11,15:48:00,16:42:00,8,4,Rain,33.7,99,30,0.2,None,0,72,0,0,3,Spring,0
T00428,2023-01-05,16:00:00,Bus,Route_20,Station_35,Station_39,16:00:00,16:58:00,8,23,Snow,34.0,88,34,10.3,Festival,50000,62,0,0,3,Autumn,1
T00429,2023-01-05,16:15:00,Metro,Route_18,Station_12,Station_47,16:16:00,16:40:00,13,2,Cloudy,-3.4,42,2,2.0,None,0,61,0,0,3,Autumn,0
T00430,2023-01-05,16:30:00,Bus,Route_17,Station_26,Station_24,16:34:00,17:29:00,12,15,Cloudy,32.8,70,55,13.2,None,50000,67,1,0,3,Spring,1
T00431,2023-01-05,16:45:00,Train,Route_19,Station_19,Station_11,16:46:00,17:16:00,14,14,Fog,34.9,41,39,11.3,None,10000,47,0,0,3,Winter,1
T00432,2023-01-05,17:00:00,Bus,Route_9,Station_45,Station_29,17:04:00,17:33:00,19,-3,Rain,32.7,79,28,0.2,None,50000,49,0,0,3,Autumn,0
T00433,2023-01-05,17:15:00,Metro,Route_4,Station_7,Station_26,17:19:00,17:44:00,15,21,Rain,21.8,86,5,4.1,None,0,62,0,0,3,Spring,1
T00434,2023-01-05,17:30:00,Metro,Route_2,Station_47,Station_16,17:32:00,18:09:00,16,23,Snow,23.0,79,51,15.5,Concert,0,68,0,1,3,Autumn,1
T00435,2023-01-05,17:45:00,Metro,Route_4,Station_7,Station_35,17:46:00,18:19:00,1,3,Rain,-0.1,86,0,5.5,Protest,500,5,0,0,3,Autumn,0
T00436,2023-01-05,18:00:00,Metro,Route_2,Station_26,Station_20,18:01:00,18:50:00,19,25,Snow,30.0,83,51,10.0,None,2000,57,0,0,3,Autumn,1
T00437,2023-01-05,18:15:00,Metro,Route_15,Station_40,Station_46,18:17:00,18:41:00,19,27,Rain,-2.6,95,23,6.2,None,0,50,0,1,3,Autumn,1
T00438,2023-01-05,18:30:00,Tram,Route_2,Station_5,Station_3,18:33:00,18:59:00,2,15,Storm,7.7,37,37,18.4,Sports,2000,11,0,0,3,Spring,1
T00439,2023-01-05,18:45:00,Tram,Route_4,Station_21,Station_1,18:46:00,19:14:00,4,2,Clear,34.6,92,33,10.7,None,0,94,0,0,3,Autumn,0
T00440,2023-01-05,19:00:00,Bus,Route_6,Station_14,Station_47,19:00:00,19:58:00,-1,21,Rain,11.9,38,50,13.9,None,0,46,0,0,3,Summer,1
T00441,2023-01-05,19:15:00,Metro,Route_7,Station_4,Station_1,19:17:00,20:02:00,-2,27,Clear,0.2,89,59,1.7,None,10000,8,0,1,3,Spring,1
T00442,2023-01-05,19:30:00,Bus,Route_10,Station_23,Station_17,19:31:00,20:19:00,9,5,Cloudy,33.8,92,6,0.8,Festival,0,6,0,1,3,Spring,0
T00443,2023-01-05,19:45:00,Metro,Route_19,Station_42,Station_2,19:48:00,20:41:00,7,16,Fog,34.4,32,10,5.2,Protest,0,28,1,0,3,Spring,1
T00444,2023-01-05,20:00:00,Metro,Route_19,Station_20,Station_29,20:01:00,20:22:00,5,6,Cloudy,2.5,42,10,6.2,None,0,77,0,0,3,Autumn,1
T00445,2023-01-05,20:15:00,Tram,Route_12,Station_15,Station_20,20:19:00,20:49:00,-2,23,Rain,29.6,38,35,13.8,None,0,50,0,0,3,Spring,1
T00446,2023-01-05,20:30:00,Tram,Route_3,Station_50,Station_6,20:30:00,21:10:00,9,9,Snow,10.6,81,19,11.4,Sports,0,83,0,0,3,Winter,1
T00447,2023-01-05,20:45:00,Train,Route_13,Station_45,Station_8,20:47:00,21:41:00,-1,-2,Cloudy,10.3,91,15,7.5,None,0,54,0,1,3,Summer,0
T00448,2023-01-05,21:00:00,Tram,Route_18,Station_29,Station_29,21:04:00,21:31:00,7,17,Storm,5.5,37,4,13.1,Sports,0,95,0,0,3,Winter,1
T00449,2023-01-05,21:15:00,Train,Route_8,Station_8,Station_48,21:18:00,21:38:00,19,29,Clear,-3.2,74,23,3.3,None,10000,58,0,0,3,Summer,1
T00450,2023-01-05,21:30:00,Train,Route_15,Station_41,Station_33,21:34:00,21:58:00,14,20,Snow,5.7,82,29,1.3,Parade,50000,55,0,0,3,Summer,1
T00451,2023-01-05,21:45:00,Train,Route_1,Station_48,Station_3,21:49:00,22:43:00,0,5,Snow,-2.8,92,29,17.1,Sports,0,21,0,0,3,Autumn,0
T00452,2023-01-05,22:00:00,Train,Route_3,Station_19,Station_35,22:03:00,22:47:00,4,-2,Rain,32.0,86,38,11.3,None,0,99,0,1,3,Summer,0
T00453,2023-01-05,22:15:00,Train,Route_8,Station_48,Station_5,22:19:00,22:57:00,9,26,Storm,21.5,83,56,13.0,None,0,17,0,1,3,Summer,1
T00454,2023-01-05,22:30:00,Bus,Route_4,Station_39,Station_27,22:32:00,23:29:00,5,18,Clear,30.5,48,47,6.1,None,2000,57,0,0,3,Winter,1
T00455,2023-01-05,22:45:00,Tram,Route_16,Station_46,Station_44,22:46:00,23:26:00,17,7,Storm,23.7,96,46,7.4,None,500,39,0,1,3,Summer,1
T00456,2023-01-05,23:00:00,Train,Route_10,Station_28,Station_12,23:04:00,23:43:00,9,13,Cloudy,0.3,75,36,1.6,Concert,50000,88,0,0,3,Spring,1
T00457,2023-01-05,23:15:00,Metro,Route_12,Station_46,Station_20,23:17:00,00:00:00,0,9,Rain,32.6,39,32,17.1,None,0,30,0,0,3,Spring,1
T00458,2023-01-05,23:30:00,Tram,Route_14,Station_27,Station_45,23:31:00,00:19:00,14,3,Snow,31.0,47,19,11.8,Concert,2000,55,0,0,3,Summer,0
T00459,2023-01-05,23:45:00,Tram,Route_14,Station_4,Station_20,23:46:00,00:37:00,6,12,Snow,8.9,41,53,1.7,None,0,34,0,0,3,Spring,1
T00460,2023-01-06,00:00:00,Train,Route_2,Station_15,Station_9,00:04:00,00:35:00,7,29,Cloudy,-0.5,78,21,16.1,Sports,50000,25,0,0,4,Autumn,1
T00461,2023-01-06,00:15:00,Bus,Route_5,Station_35,Station_39,00:17:00,00:56:00,19,-3,Snow,23.2,52,40,8.9,None,0,67,0,0,4,Spring,0
T00462,2023-01-06,00:30:00,Train,Route_5,Station_37,Station_4,00:34:00,01:07:00,3,7,Fog,24.1,91,57,15.3,Sports,0,83,0,0,4,Autumn,1
T00463,2023-01-06,00:45:00,Bus,Route_6,Station_1,Station_19,00:48:00,01:11:00,-2,2,Rain,30.9,40,20,0.3,None,500,33,0,0,4,Summer,0
T00464,2023-01-06,01:00:00,Metro,Route_13,Station_3,Station_38,01:01:00,01:45:00,19,16,Cloudy,-2.9,85,36,0.6,None,10000,75,0,0,4,Autumn,1
T00465,2023-01-06,01:15:00,Tram,Route_9,Station_47,Station_27,01:19:00,01:42:00,9,22,Rain,0.7,84,53,3.4,None,0,15,0,0,4,Autumn,1
T00466,2023-01-06,01:30:00,Metro,Route_15,Station_24,Station_45,01:31:00,01:55:00,2,8,Clear,18.9,54,26,4.2,None,0,41,0,0,4,Summer,1
T00467,2023-01-06,01:45:00,Bus,Route_14,Station_27,Station_43,01:47:00,02:34:00,10,26,Rain,19.8,38,37,15.3,None,0,4,0,1,4,Summer,1
T00468,2023-01-06,02:00:00,Bus,Route_7,Station_40,Station_13,02:00:00,02:58:00,12,24,Rain,-3.7,41,34,14.1,None,0,60,0,0,4,Autumn,1
T00469,2023-01-06,02:15:00,Metro,Route_20,Station_36,Station_13,02:19:00,02:57:00,19,23,Clear,10.9,40,37,12.3,Parade,0,43,0,0,4,Winter,1
T00470,2023-01-06,02:30:00,Bus,Route_2,Station_34,Station_22,02:34:00,03:21:00,8,15,Cloudy,18.4,67,39,17.7,None,50000,34,0,0,4,Summer,1
T00471,2023-01-06,02:45:00,Metro,Route_7,Station_29,Station_28,02:46:00,03:26:00,5,1,Rain,24.5,57,59,4.9,Sports,0,90,0,0,4,Summer,0
T00472,2023-01-06,03:00:00,Tram,Route_6,Station_24,Station_47,03:02:00,03:28:00,2,1,Storm,7.6,37,5,18.1,None,500,0,0,0,4,Winter,0
T00473,2023-01-06,03:15:00,Metro,Route_17,Station_24,Station_45,03:18:00,04:05:00,-1,23,Rain,14.4,76,31,18.2,None,500,97,0,0,4,Spring,1
T00474,2023-01-06,03:30:00,Tram,Route_2,Station_42,Station_22,03:32:00,03:56:00,9,24,Cloudy,27.6,65,15,8.7,Concert,10000,42,1,0,4,Winter,1
T00475,2023-01-06,03:45:00,Metro,Route_3,Station_4,Station_43,03:49:00,04:13:00,-1,22,Snow,33.2,79,27,1.9,Festival,50000,31,0,1,4,Spring,1
T00476,2023-01-06,04:00:00,Bus,Route_5,Station_3,Station_19,04:03:00,04:32:00,13,23,Clear,4.2,38,15,14.5,None,500,62,0,0,4,Winter,1
T00477,2023-01-06,04:15:00,Metro,Route_5,Station_34,Station_8,04:17:00,04:37:00,18,17,Snow,5.1,89,26,6.7,Festival,0,32,0,0,4,Autumn,1
T00478,2023-01-06,04:30:00,Bus,Route_1,Station_49,Station_8,04:30:00,05:24:00,0,-3,Cloudy,32.6,96,52,15.9,None,0,94,0,0,4,Summer,0
T00479,2023-01-06,04:45:00,Metro,Route_8,Station_23,Station_42,04:46:00,05:37:00,7,24,Fog,10.8,82,2,3.3,Concert,0,76,0,0,4,Winter,1
T00480,2023-01-06,05:00:00,Metro,Route_12,Station_23,Station_26,05:02:00,05:40:00,16,11,Snow,23.7,46,48,10.8,None,0,65,0,0,4,Summer,1
T00481,2023-01-06,05:15:00,Train,Route_4,Station_45,Station_48,05:17:00,06:05:00,5,13,Rain,19.5,82,20,10.2,None,0,29,0,0,4,Spring,1
T00482,2023-01-06,05:30:00,Bus,Route_13,Station_5,Station_26,05:30:00,06:23:00,4,22,Rain,6.4,57,37,2.0,None,500,9,0,0,4,Autumn,1
T00483,2023-01-06,05:45:00,Train,Route_15,Station_31,Station_23,05:49:00,06:36:00,-2,16,Clear,21.1,92,37,7.3,None,0,22,0,1,4,Summer,1
T00484,2023-01-06,06:00:00,Bus,Route_11,Station_41,Station_43,06:01:00,06:54:00,9,21,Rain,21.2,44,29,1.7,None,0,96,0,0,4,Winter,1
T00485,2023-01-06,06:15:00,Train,Route_10,Station_6,Station_13,06:17:00,06:49:00,2,9,Storm,18.7,48,21,9.3,None,50000,38,0,1,4,Winter,1
T00486,2023-01-06,06:30:00,Tram,Route_3,Station_37,Station_28,06:33:00,07:21:00,13,29,Storm,-1.0,99,18,16.9,Concert,0,44,0,0,4,Autumn,1
T00487,2023-01-06,06:45:00,Metro,Route_14,Station_10,Station_9,06:47:00,07:10:00,1,21,Snow,34.8,76,30,5.4,None,0,28,0,0,4,Spring,1
T00488,2023-01-06,07:00:00,Bus,Route_16,Station_40,Station_20,07:01:00,07:40:00,14,4,Cloudy,11.0,77,19,15.3,None,2000,29,0,0,4,Autumn,0
T00489,2023-01-06,07:15:00,Bus,Route_10,Station_7,Station_19,07:17:00,08:07:00,18,1,Clear,20.5,49,46,3.7,None,500,33,0,0,4,Autumn,0
T00490,2023-01-06,07:30:00,Metro,Route_10,Station_39,Station_48,07:30:00,08:21:00,-1,2,Fog,30.4,66,18,13.5,Sports,0,51,0,0,4,Summer,0
T00491,2023-01-06,07:45:00,Bus,Route_12,Station_38,Station_39,07:47:00,08:23:00,9,19,Snow,11.9,31,1,18.3,Sports,2000,80,0,1,4,Spring,1
T00492,2023-01-06,08:00:00,Bus,Route_9,Station_21,Station_12,08:02:00,08:52:00,-2,26,Cloudy,26.0,93,39,6.5,None,0,21,0,0,4,Autumn,1
T00493,2023-01-06,08:15:00,Train,Route_1,Station_20,Station_15,08:18:00,09:02:00,9,10,Clear,33.9,65,38,18.0,None,0,4,0,1,4,Summer,1
T00494,2023-01-06,08:30:00,Bus,Route_5,Station_3,Station_31,08:30:00,09:20:00,9,19,Clear,9.4,34,26,10.1,None,0,10,0,1,4,Summer,1
